Date,Open,High,Low,Close,Adj Close,Volume
2020-02-17,1879.9000244140625,1893.5,1870.5999755859375,1881.4000244140625,1857.9576416015625,676579
2020-02-18,1879.9000244140625,1879.9000244140625,1861.0,1863.6500244140625,1840.4288330078125,683421
2020-02-19,1870.0999755859375,1892.75,1851.3499755859375,1884.9000244140625,1861.4140625,723351
2020-02-20,1883.0,1886.0,1839.050048828125,1842.25,1819.29541015625,1401879
2020-02-24,1845.25,1853.0,1814.0,1818.949951171875,1796.2857666015625,1310832
2020-02-25,1838.4000244140625,1843.550048828125,1820.199951171875,1826.0999755859375,1803.3465576171875,897257
2020-02-26,1826.0,1845.0,1820.0,1826.6500244140625,1803.8897705078125,1909619
2020-02-27,1829.8499755859375,1852.0,1810.449951171875,1843.800048828125,1820.826171875,1643273
2020-02-28,1820.0,1842.0999755859375,1783.1500244140625,1797.949951171875,1775.54736328125,2964119
2020-03-02,1815.0999755859375,1837.449951171875,1769.25,1786.800048828125,1764.536376953125,1219296
2020-03-03,1780.050048828125,1818.0,1767.0,1800.550048828125,1785.2587890625,1392463
2020-03-04,1804.050048828125,1857.449951171875,1804.050048828125,1847.949951171875,1832.25634765625,3050469
2020-03-05,1854.0,1882.0,1852.0999755859375,1874.449951171875,1858.53125,2062439
2020-03-06,1840.0,1884.4000244140625,1835.0,1877.449951171875,1861.5057373046875,1393659
2020-03-09,1888.0,1915.9000244140625,1848.0,1867.1500244140625,1851.293212890625,3420741
2020-03-11,1874.949951171875,1905.0,1851.5,1882.8499755859375,1866.8599853515625,3194186
2020-03-12,1864.949951171875,1874.800048828125,1815.0,1843.3499755859375,1827.6953125,6254349
2020-03-13,1785.0,1843.75,1669.8499755859375,1797.699951171875,1782.43310546875,3878300
2020-03-16,1777.0,1777.0,1678.1500244140625,1683.4000244140625,1669.103759765625,2867336
2020-03-17,1699.0,1779.800048828125,1670.0,1731.5999755859375,1716.894287109375,2643189
2020-03-18,1732.0,1758.550048828125,1608.0,1618.199951171875,1604.45751953125,3676437
2020-03-19,1540.0,1653.949951171875,1431.199951171875,1601.199951171875,1587.601806640625,4906644
2020-03-20,1610.0,1757.4000244140625,1570.550048828125,1742.949951171875,1728.14794921875,3128629
2020-03-23,1578.5999755859375,1650.0,1490.75,1498.449951171875,1485.724365234375,2155326
2020-03-24,1556.550048828125,1598.0,1453.25,1524.8499755859375,1511.9002685546875,3910566
2020-03-25,1446.550048828125,1605.3499755859375,1446.0,1593.1500244140625,1579.6201171875,2196415
2020-03-26,1605.0,1650.0,1574.0,1616.949951171875,1603.218017578125,2622118
2020-03-27,1664.800048828125,1665.25,1550.199951171875,1604.1500244140625,1590.5267333984375,2102479
2020-03-30,1591.1500244140625,1619.5,1559.050048828125,1594.949951171875,1581.40478515625,1844011
2020-03-31,1625.0,1690.0,1601.800048828125,1666.5,1652.3472900390625,2789174
2020-04-01,1650.050048828125,1655.0,1584.25,1603.199951171875,1589.5845947265625,1559455
2020-04-03,1615.0999755859375,1616.0,1517.25,1520.9000244140625,1507.98388671875,2925847
2020-04-07,1540.0,1635.0,1538.0,1623.800048828125,1610.010009765625,2733586
2020-04-08,1623.800048828125,1687.800048828125,1600.0,1608.949951171875,1595.2860107421875,2382213
2020-04-09,1640.0,1678.9000244140625,1618.949951171875,1651.3499755859375,1637.3258056640625,1489539
2020-04-13,1646.0,1703.6500244140625,1602.8499755859375,1680.8499755859375,1666.575439453125,2586159
2020-04-15,1703.6500244140625,1736.75,1683.800048828125,1718.199951171875,1703.6080322265625,2508270
2020-04-16,1691.0,1752.300048828125,1684.75,1743.0999755859375,1728.296630859375,1821296
2020-04-17,1763.0,1783.699951171875,1727.0999755859375,1756.25,1741.3349609375,1398686
2020-04-20,1758.25,1758.6500244140625,1705.6500244140625,1730.449951171875,1715.754150390625,1431055
2020-04-21,1710.0,1753.949951171875,1700.0,1726.0,1711.3419189453125,1594930
2020-04-22,1717.0999755859375,1822.0,1712.25,1813.0,1797.60302734375,3727805
2020-04-23,1807.0,1845.4000244140625,1801.050048828125,1821.6500244140625,1806.1796875,2573552
2020-04-24,1815.050048828125,1842.800048828125,1814.0,1827.550048828125,1812.0296630859375,2744768
2020-04-27,1840.0,1859.800048828125,1818.0999755859375,1851.3499755859375,1835.6273193359375,1770889
2020-04-28,1847.199951171875,1864.0,1806.300048828125,1824.4000244140625,1808.90625,1934910
2020-04-29,1846.9000244140625,1847.0,1755.9000244140625,1767.5,1752.489501953125,2931120
2020-04-30,1795.0,1797.0,1741.0,1758.699951171875,1743.76416015625,2926333
2020-05-04,1718.0,1751.0,1671.5,1676.800048828125,1662.559814453125,2942397
2020-05-05,1681.0,1692.9000244140625,1578.25,1619.1500244140625,1605.3994140625,5867890
2020-05-06,1615.0,1638.699951171875,1577.0,1610.6500244140625,1596.9715576171875,3937921
2020-05-07,1609.949951171875,1628.699951171875,1545.199951171875,1594.300048828125,1580.7603759765625,5256213
2020-05-08,1611.800048828125,1638.0,1570.0,1578.4000244140625,1564.9954833984375,5644426
2020-05-11,1583.0,1599.0,1555.0,1569.5999755859375,1556.2701416015625,3767646
2020-05-12,1539.0,1543.75,1512.0,1523.3499755859375,1510.412841796875,4504073
2020-05-13,1579.800048828125,1579.800048828125,1533.3499755859375,1563.300048828125,1550.0238037109375,2940514
2020-05-14,1553.300048828125,1557.5999755859375,1517.0,1522.4000244140625,1509.470947265625,2592264
2020-05-15,1529.0,1560.0,1510.0,1552.949951171875,1539.7615966796875,2860493
2020-05-18,1558.0,1558.550048828125,1498.0999755859375,1501.0999755859375,1488.3519287109375,2871905
2020-05-19,1510.0,1516.949951171875,1482.949951171875,1503.949951171875,1491.177734375,3164137
2020-05-20,1503.949951171875,1514.0,1492.6500244140625,1500.050048828125,1487.3109130859375,2057402
2020-05-21,1503.0,1583.5,1501.0,1574.300048828125,1560.9302978515625,3845743
2020-05-22,1568.800048828125,1625.0,1555.4000244140625,1617.9000244140625,1604.1600341796875,5203736
2020-05-26,1625.0,1656.949951171875,1620.0,1629.8499755859375,1616.0084228515625,3552636
2020-05-27,1631.0,1636.8499755859375,1595.949951171875,1619.449951171875,1605.6968994140625,2260057
2020-05-28,1622.0,1656.949951171875,1615.25,1643.5999755859375,1629.6417236328125,3138915
2020-05-29,1639.0,1699.0,1633.0999755859375,1683.0999755859375,1668.8062744140625,3532977
2020-06-01,1706.5,1711.9000244140625,1681.5,1693.25,1678.8699951171875,2529255
2020-06-02,1693.25,1733.0,1680.0,1709.300048828125,1694.78369140625,2440552
2020-06-03,1724.0,1744.0,1705.8499755859375,1716.550048828125,1701.9722900390625,3088817
2020-06-04,1716.449951171875,1719.5999755859375,1627.0,1633.75,1619.8753662109375,4388930
2020-06-05,1650.0,1659.3499755859375,1621.0,1638.550048828125,1624.6346435546875,2884206
2020-06-08,1657.0,1666.0,1629.0,1634.25,1620.3712158203125,2046505
2020-06-09,1640.0,1695.0,1636.75,1642.050048828125,1628.1048583984375,3671930
2020-06-10,1648.0,1675.0999755859375,1627.9000244140625,1635.949951171875,1622.0565185546875,2069280
2020-06-11,1635.949951171875,1646.0,1607.0,1610.5999755859375,1596.9219970703125,1888420
2020-06-12,1580.0,1642.949951171875,1577.5,1637.3499755859375,1623.44482421875,2391556
2020-06-15,1629.0,1650.6500244140625,1602.0999755859375,1618.199951171875,1604.45751953125,1681166
2020-06-16,1639.0,1640.25,1607.6500244140625,1621.699951171875,1607.9276123046875,1497691
2020-06-17,1607.550048828125,1622.6500244140625,1590.4000244140625,1595.4000244140625,1581.8511962890625,1812788
2020-06-18,1595.4000244140625,1612.199951171875,1587.300048828125,1597.800048828125,1584.230712890625,1417273
2020-06-19,1597.800048828125,1630.0,1591.050048828125,1622.5,1608.7208251953125,2714342
2020-06-22,1633.0,1673.5,1624.0,1652.1500244140625,1638.119140625,2034739
2020-06-23,1659.8499755859375,1689.0,1641.0,1683.9000244140625,1669.599365234375,2334863
2020-06-24,1684.0,1813.75,1684.0,1747.25,1732.411376953125,11545923
2020-06-25,1740.0,1747.0,1683.1500244140625,1689.0,1674.6561279296875,4054785
2020-06-26,1710.0,1710.3499755859375,1670.699951171875,1686.75,1672.42529296875,2129986
2020-06-29,1687.0,1708.449951171875,1674.050048828125,1691.949951171875,1677.5811767578125,2753482
2020-06-30,1708.9000244140625,1718.0,1681.6500244140625,1687.449951171875,1673.119384765625,1960731
2020-07-01,1698.0,1698.0,1680.050048828125,1688.0,1673.664794921875,1661296
2020-07-02,1700.0,1704.0,1660.0999755859375,1686.449951171875,1672.1278076171875,2038399
2020-07-03,1695.4000244140625,1720.0,1690.0,1695.6500244140625,1681.2496337890625,1988941
2020-07-06,1708.949951171875,1712.0,1692.1500244140625,1708.8499755859375,1694.337646484375,1236670
2020-07-07,1708.949951171875,1749.9000244140625,1705.8499755859375,1745.75,1730.924072265625,2983260
2020-07-08,1750.0,1761.800048828125,1680.050048828125,1686.25,1671.9295654296875,2725937
2020-07-09,1694.0,1722.0,1692.0999755859375,1717.25,1702.6661376953125,1904661
2020-07-10,1707.949951171875,1711.0,1695.199951171875,1703.5,1689.032958984375,1156043
2020-07-13,1708.0,1732.9000244140625,1700.0,1705.6500244140625,1691.164794921875,1289791
2020-07-14,1705.6500244140625,1718.0,1682.0999755859375,1688.4000244140625,1674.061279296875,1347120
2020-07-15,1700.0,1713.5999755859375,1663.300048828125,1671.6500244140625,1657.4534912109375,1611341
2020-07-16,1679.800048828125,1697.0999755859375,1645.0999755859375,1693.199951171875,1678.8204345703125,1442725
2020-07-17,1695.0,1742.5,1689.75,1717.9000244140625,1703.3106689453125,2308792
2020-07-20,1727.0,1757.3499755859375,1720.25,1751.5999755859375,1736.7244873046875,1848600
2020-07-21,1761.0,1771.75,1719.0,1724.25,1709.6068115234375,2088461
2020-07-22,1724.25,1736.4000244140625,1691.0,1695.75,1681.348876953125,1300409
2020-07-23,1690.0,1740.0,1687.0,1727.800048828125,1714.6435546875,2375218
2020-07-24,1724.0,1727.0,1682.0,1712.050048828125,1699.013427734375,3971563
2020-07-27,1717.199951171875,1788.0,1717.199951171875,1778.1500244140625,1764.6099853515625,6470525
2020-07-28,1779.0,1792.6500244140625,1751.050048828125,1759.6500244140625,1746.2508544921875,2534092
2020-07-29,1770.0,1779.9000244140625,1730.0,1740.1500244140625,1726.8994140625,1530981
2020-07-30,1752.0,1778.0,1728.0999755859375,1743.3499755859375,1730.0750732421875,2113975
2020-07-31,1754.0,1770.9000244140625,1710.4000244140625,1715.5,1702.4371337890625,1678643
